2003-01-01,2008-01-02,0
2008-01-03,2010-07-04,732
2010-07-05,2011-02-18,591
2011-02-19,2011-10-04,970
2011-10-05,2012-01-27,600
2012-01-28,2012-05-19,837
2012-05-20,2012-09-10,811
2012-09-11,2013-01-01,748
