2003-01-01,2008-01-02,0
2008-01-03,2009-04-04,478
2009-04-05,2009-11-19,507
2009-11-20,2010-07-04,826
2010-07-05,2010-10-27,539
2010-10-28,2011-02-18,689
2011-02-19,2011-06-13,844
2011-06-14,2011-08-09,531
2011-08-10,2011-10-04,530
2011-10-05,2011-12-01,586
2011-12-02,2012-01-27,664
2012-01-28,2012-03-24,788
2012-03-25,2012-05-19,785
2012-05-20,2012-07-16,794
2012-07-17,2012-09-10,741
2012-09-11,2012-11-06,754
2012-11-07,2013-01-01,739
