2003-01-01,2008-01-02,0
2008-01-03,2009-04-04,342
2009-04-05,2009-11-19,389
2009-11-20,2010-07-04,717
2010-07-05,2010-10-27,490
2010-10-28,2011-02-18,698
2011-02-19,2011-06-13,826
2011-06-14,2011-08-09,533
2011-08-10,2011-10-04,546
2011-10-05,2011-12-01,600
2011-12-02,2012-01-27,584
2012-01-28,2012-03-24,799
2012-03-25,2012-05-19,774
2012-05-20,2012-07-16,839
2012-07-17,2012-09-10,815
2012-09-11,2012-11-06,798
2012-11-07,2013-01-01,857
