2003-01-01,2008-01-02,0
2008-01-03,2009-04-04,359
2009-04-05,2010-07-04,880
2010-07-05,2011-02-18,947
2011-02-19,2011-06-13,674
2011-06-14,2011-10-04,848
2011-10-05,2012-01-27,920
2012-01-28,2012-03-24,660
2012-03-25,2012-05-19,670
2012-05-20,2012-07-16,700
2012-07-17,2012-09-10,599
2012-09-11,2012-11-06,599
2012-11-07,2013-01-01,611
