git clone https://github.com/mdsecactivebreach/SharpShooter,bsd-3-clause,1827
git clone https://github.com/ivankokan/Excel2LaTeX,other,1298
git clone https://github.com/S3cur3Th1sSh1t/OffensiveVBA,bsd-2-clause,1199
git clone https://github.com/Jonathan-LeRoux/IguanaTex,other,949
git clone https://github.com/itm4n/VBA-RunPE,mit,794
git clone https://github.com/bluetata/concise-excel-vba,cc-by-4.0,618
git clone https://github.com/hilkoc/vbaDeveloper,mit,516
git clone https://github.com/AllenMattson/VBA,none,491
git clone https://github.com/fabiogjardim/bigdata_docker,none,402
git clone https://github.com/tristancalderbank/excel-messenger,mit,381
git clone https://github.com/VBA-tools/VBA-Dictionary,mit,364
git clone https://github.com/RelaxTools/RelaxTools-Addin,mit,340
git clone https://github.com/maxonthegit/PPspliT,none,319
git clone https://github.com/sancarn/stdVBA,mit,312
git clone https://github.com/iappyx/Instrumenta,mit,293
git clone https://github.com/vbaidiot/ariawase,mit,286
git clone https://github.com/DylanTallchiefGit/xlStudio,none,258
git clone https://github.com/kjnh10/ExcelLikeVim,none,240
git clone https://github.com/joyfullservice/msaccess-vcs-addin,other,223
git clone https://github.com/xarial/codestack,mit,212
git clone https://github.com/VBA-tools/vba-test,mit,207
git clone https://github.com/xiaolai/slidology-from-xiaolai,none,187
git clone https://github.com/jph00/latex-ppt,apache-2.0,169
git clone https://github.com/CNCKitchen/ExtrusionSystemBenchmark,mit,166
git clone https://github.com/krijnsent/crypto_vba,mit,159
git clone https://github.com/Adepts-Of-0xCC/VBA-macro-experiments,none,154
git clone https://github.com/jpimbert/VBAToolKit,none,152
git clone https://github.com/Vitosh/VBA_personal,none,151
git clone https://github.com/med0x2e/vba2clr,none,143
git clone https://github.com/DaviesGit/office_handwriting,mit,137
git clone https://github.com/BC-SECURITY/Offensive-VBA-and-XLS-Entanglement,mit,125
git clone https://github.com/spences10/VBA-IDE-Code-Export,mit,121
git clone https://github.com/smbx/smbx-legacy-source,mit,120
git clone https://github.com/ImtsSrl/KUKAVARPROXY,none,119
git clone https://github.com/JohnWoodman/VBA-Macro-Reverse-Shell,none,117
git clone https://github.com/pyscripter/XLRisk,mit,117
git clone https://github.com/Senipah/VBA-Better-Array,mit,117
git clone https://github.com/JohnWoodman/VBA-Macro-Projects,none,111
git clone https://github.com/vbatools/MacroToolsVBA,mit,106
git clone https://github.com/rmdavy/HeapsOfFun,apache-2.0,105
git clone https://github.com/S3cur3Th1sSh1t/Excel-Phish,none,103
git clone https://github.com/x-vba/xlib,none,101
git clone https://github.com/stu-bell/ExcelDarkMode,mit,101
git clone https://github.com/yas78/QRCodeLibVBA,mit,97
git clone https://github.com/GCuser99/SeleniumVBA,mit,96
git clone https://github.com/cristianbuse/VBA-FileTools,mit,90
git clone https://github.com/brucemcpherson/VbaGit,none,89
git clone https://github.com/rubberduck-vba/Battleship,mit,88
git clone https://github.com/RisalNasar/Excel-Macro-VBA-Library,none,83
git clone https://github.com/tbr/bjontegaard_etro,mit,83
git clone https://github.com/Snowflake-Labs/Excelerator,apache-2.0,81
git clone https://github.com/andreafortuna/VBAIPFunctions,none,78
git clone https://github.com/cristianbuse/VBA-UserForm-MouseScroll,mit,77
git clone https://github.com/IvanBond/Power-Refresh,mit,75
git clone https://github.com/todar/VBA-Arrays,mit,74
git clone https://github.com/sha5010/vim.xlam,mit,74
git clone https://github.com/Beakerboy/VBA-SQL-Library,none,73
git clone https://github.com/JWock82/xlFrame,mit,72
git clone https://github.com/nathanhere/Excel-VBA-Data-Functions,mit,67
git clone https://github.com/DISREL/Ring0VBA,none,65
git clone https://github.com/scottzhang/AKStreamDocker,none,64
git clone https://github.com/yhpong/Scientific-Toolkit,mit,62
git clone https://github.com/xraymemory/bookstory-en,none,61
git clone https://github.com/PerditionC/VBAChromeDevProtocol,mit,61
git clone https://github.com/nilsding/wordle97,none,60
git clone https://github.com/PGS62/JuliaExcel.jl,mit,59
git clone https://github.com/uezo/TinySeleniumVBA,mit,59
git clone https://github.com/rubberduck-vba/MVVM,mit,58
git clone https://github.com/leveryd/vulndocker,apache-2.0,58
git clone https://github.com/ViperSRT3g/VBA-General,mit,57
git clone https://github.com/hongwenjun/corelvba,none,57
git clone https://github.com/rubberduck-vba/examples,mit,57
git clone https://github.com/xarial/cad-plus,none,55
git clone https://github.com/vba-blocks/vba-blocks,mit,54
git clone https://github.com/lee-soft/ViDock,none,52
git clone https://github.com/tdjastrzebski/Vincenty-Excel,mit,52
git clone https://github.com/brucemcpherson/GoingGas,apache-2.0,52
git clone https://github.com/sanand0/geocode-excel,mit,51
git clone https://github.com/Ruimusume/PMSV,none,50
git clone https://github.com/irBags/Project-P3OL-compatible-software,none,50
git clone https://github.com/spences10/pacellman,mit,50
git clone https://github.com/Serialcomms/Serial-Ports-in-VBA-new-for-2022,cc0-1.0,48
git clone https://github.com/cristianbuse/VBA-MemoryTools,mit,47
git clone https://github.com/cavo789/vba_excel_sql,mit,46
git clone https://github.com/austinleedavis/VBA-utilities,none,46
git clone https://github.com/pdftables/vba-pdftables-api,none,45
git clone https://github.com/LJI-Bioinformatics/Excel-Reverse-Complement,none,44
git clone https://github.com/Wittline/apache-spark-docker,apache-2.0,43
git clone https://github.com/thetrik/VbTrickThreading,none,43
git clone https://github.com/shapiromatron/funcVBA,mit,43
git clone https://github.com/mabentwickeltsich/MendeleyMacros,none,43
git clone https://github.com/2MinhetNguyles/Chaturbate-Recorder-GUI,none,43
git clone https://github.com/TypeInBooks/books,none,43
git clone https://github.com/ReneNyffenegger/WinAPI-4-VBA,none,43
git clone https://github.com/tdowd/excel-geocoder,mit,42
git clone https://github.com/rmdavy/AMSI_Ordinal_Bypass,apache-2.0,41
git clone https://github.com/bskinn/excel-csvexporter,mit,41
git clone https://github.com/kellyethridge/SimplyVBUnit,mit,41
git clone https://github.com/strathausen/qtrek.bas,mit,40
git clone https://github.com/serkonda7/vscode-vba,mpl-2.0,39
git clone https://github.com/team-moeller/better-access-charts,mit,39
git clone https://github.com/glinares/VBA-Stendhal,none,38
git clone https://github.com/lee-soft/ViGlance,none,37
git clone https://github.com/sjgray/cbm-transfer,none,37
git clone https://github.com/sylhare/Excel_VBA,apache-2.0,36
git clone https://github.com/x-vba/xplus,none,36
git clone https://github.com/todar/VBA-Boilerplate,mit,36
git clone https://github.com/esap/exbook,bsd-3-clause,34
git clone https://github.com/jpbro/VbFcgi,mit,33
git clone https://github.com/BitWrecker/Archived-VPN-Comparison-Spreadsheet,none,33
git clone https://github.com/tannerhelland/VB6-Compression,other,33
git clone https://github.com/sdkn104/VBA-CSV,mit,33
git clone https://github.com/k4j8/outlook-move-to-thread,mit,32
git clone https://github.com/tannerhelland/vb6-code,bsd-2-clause,31
git clone https://github.com/cristianbuse/VBA-ArrayTools,mit,31
git clone https://github.com/Rabadash8820/VbaModuleManager,mit,31
git clone https://github.com/rickding/HelloDocker,mit,30
git clone https://github.com/antoniopapa/nest-ambassador,none,30
git clone https://github.com/GPFSimon/Speed-Bionic-Reading,none,29
git clone https://github.com/6234456/Excel-VBA-Dicts,mit,29
git clone https://github.com/thetrik/VbTrickTimer,none,29
git clone https://github.com/Rotifer/VBA,none,29
git clone https://github.com/ricardocamisa/clsTextBox,mit,28
git clone https://github.com/ven2day/Bigdata-docker-sandbox,none,28
git clone https://github.com/todar/VBA-Userform-EventListener,mit,28
git clone https://github.com/charl-potgieter/SpreadsheetBI,mit,27
git clone https://github.com/SonyaNadesan/ReusablePerformanceOptimisedVBAFunctions,none,27
git clone https://github.com/ColmBhandal/VbaSync,mit,26
git clone https://github.com/PGS62/VBA-CSV,mit,26
git clone https://github.com/opensoldat/polyworks,mit,25
git clone https://github.com/moqianbei/qianbeibiaoge,other,25
git clone https://github.com/jet2jet/vb2clr,bsd-3-clause,25
git clone https://github.com/yamato1413/WebDriverManager-for-VBA,mit,25
git clone https://github.com/454a1/CATIA_VBA,none,25
git clone https://github.com/SweetIceLolly/DragControlsIDE-v2,mit,25
git clone https://github.com/VBoilerplate/Boiler,mit,25
git clone https://github.com/DanGolding/Linear-and-bilinear-interpolation-in-Excel,none,24
git clone https://github.com/brucemcpherson/vbaJavaScript,none,24
git clone https://github.com/Aozhuoer/YUYU,none,24
git clone https://github.com/jonadv/VBA-Benchmark,none,24
git clone https://github.com/EagleAglow/vba-websocket,mit,24
git clone https://github.com/JohnWoodman/VBA-Macro-Dump-Process,none,23
git clone https://github.com/shishouyuan/HandyRefVBA,none,23
git clone https://github.com/getkks/Power-Query,unlicense,23
git clone https://github.com/zzs01/IronJoe,none,23
git clone https://github.com/TotallyInformation/outlook-filer,apache-2.0,22
git clone https://github.com/kmierzeje/plantuml-powerpoint-addin,apache-2.0,22
git clone https://github.com/RelaxTools/Hidennotare,mit,22
git clone https://github.com/rmdavy/AmsiPEBWalkVBA,apache-2.0,22
git clone https://github.com/aicells/aicells,other,22
git clone https://github.com/Ba11istix/VB-VBA-Colour-Change,mit,21
git clone https://github.com/ricardocamisa/AdminVBA,mit,21
git clone https://github.com/kujirahand/chozetu-excel-vba,mit,21
git clone https://github.com/MarkJohnstoneGitHub/VBA-IDictionary,none,20
git clone https://github.com/er-ri/selenium-wrapper-vba,mit,20
git clone https://github.com/KedalionDaimon/LispForTandy,none,20
git clone https://github.com/py7hagoras/OfficeMacro64,none,20
git clone https://github.com/open-rpa/examples-files,mpl-2.0,20
git clone https://github.com/felipebacelo/ApplicationVBA,mit,20
git clone https://github.com/SSlinky/VBA-ExtendedDictionary,mit,19
git clone https://github.com/C64-Mark/C64-Listings,none,19
git clone https://github.com/thetrik/Vb64BitDllUsage,none,19
git clone https://github.com/David-Brewin/PowerpointToPDF,mit,19
git clone https://github.com/todar/VBA-Strings,mit,19
git clone https://github.com/rmdavy/VBAFunctionPointers,none,19
git clone https://github.com/Afzalwas/Excel-VBA-Scripts,mit,19
git clone https://github.com/martinctc/Excel-VBA,none,18
git clone https://github.com/InvisibleRain/Tetris-in-Excel,mit,18
git clone https://github.com/formix/RetroZ,apache-2.0,18
git clone https://github.com/ba5tz/vbaTutorial,none,18
git clone https://github.com/SanjayPrabhakaran/JyotishCalc,none,18
git clone https://github.com/duyanning/womacs,none,18
git clone https://github.com/VinceCrusty/Quest-Homes-Environment-Converter,none,18
git clone https://github.com/GustavBrock/VBA.ModernBox,mit,17
git clone https://github.com/videogamepreservation/oregontrail,none,17
git clone https://github.com/tannerhelland/pd2D,other,17
git clone https://github.com/vbatools/UserForms-VBA-Context-Menu,mit,17
git clone https://github.com/lucaspdude/laravel_docker,none,17
git clone https://github.com/paladin-t/b8.plugins,mit,17
git clone https://github.com/GustavBrock/VBA.Cryptography,mit,17
git clone https://github.com/francescofoti/Reading_Text_Files,mit,16
git clone https://github.com/boar24/InsertCrossReferencesComfortably,none,16
git clone https://github.com/KatrinaJames/vba-gb,none,16
git clone https://github.com/KotorinChunChun/VbaDevelopSupportOLD,mit,16
git clone https://github.com/jbossdemocentral/rhpam7-order-management-demo-repo,none,16
git clone https://github.com/gpolic/kmeans-excel,mit,16
git clone https://github.com/mandiant/vbScript_deobfuscator,apache-2.0,15
git clone https://github.com/wavoigt/FNIRSI-1013D-WAV-Viewer-in-Excel-VBA,none,15
git clone https://github.com/thetrik/DX9VB,none,15
git clone https://github.com/ulu-ventures/VCDA,none,15
git clone https://github.com/BdR76/barcode128.bas,none,15
git clone https://github.com/ReneNyffenegger/about-VBA,none,15
git clone https://github.com/rmdavy/AmsiPEBWalkVBAx64,apache-2.0,14
git clone https://github.com/DaanV2/Vba-Standard-Files,isc,14
git clone https://github.com/erujs/vba-webdata,none,14
git clone https://github.com/takanaweb5/EasyLout,other,14
git clone https://github.com/cristianbuse/Excel-VBA-ProgressBar,mit,14
git clone https://github.com/cristianbuse/VBA-FastExcelUDFs,mit,14
git clone https://github.com/oahrens/Zotero-Tools,bsd-3-clause,14
git clone https://github.com/cristianbuse/Excel-VBA-Tools,mit,14
git clone https://github.com/wangguo/Macro_word,apache-2.0,13
git clone https://github.com/syntax53/Nightmare-Redux,other,13
git clone https://github.com/x-vba/xtemplate,none,13
git clone https://github.com/rickmanalexander/ADODBDataAccessAPI,none,13
git clone https://github.com/cristianbuse/VBA-WeakReference,mit,13
git clone https://github.com/VBGAMER45/GMD-Recovery,none,13
git clone https://github.com/PeterRoach/VBA,none,13
git clone https://github.com/wanderleihuttel/vba,none,13
git clone https://github.com/ralfyang/docker-compose_for_go_revel,none,13
git clone https://github.com/rcfdtools/R.HydroTools,none,13
git clone https://github.com/GustavBrock/VBA.Round,mit,13
git clone https://github.com/TommasoBelluzzo/StrataXL,mit,13
git clone https://github.com/GustavBrock/VBA.Compress,mit,13
git clone https://github.com/otomad/OutputVideo-Addon-for-PPTX,mit,13
git clone https://github.com/edugca/xlFOCUS,none,13
git clone https://github.com/Sarania/Project-Cherry,none,13
git clone https://github.com/klui-freiberg/PowerEver,other,12
git clone https://github.com/mbirth/gwbasic,none,12
git clone https://github.com/TimPaterson/CNC-Tool-Library-Manager,unlicense,12
git clone https://github.com/cristianbuse/VBA-StringBuffer,mit,12
git clone https://github.com/thetrik/ctlBinData,none,12
git clone https://github.com/FellippeHeitor/INI-Manager,mit,12
git clone https://github.com/StinkCat/VlookupTool,none,12
git clone https://github.com/shinespeciall/WarioLand4MultiEditor,mit,12
git clone https://github.com/denissa4/vlookup-custom-formula-for-web-API-JSON,mit,12
git clone https://github.com/MOLFDIR/MOLFDIR,apache-2.0,12
git clone https://github.com/neginhemati/EXCELing,none,12
git clone https://github.com/thetrik/CTrickSubclass,none,12
git clone https://github.com/HALTEC/VBA-commons-lib,apache-2.0,12
git clone https://github.com/wqweto/VBTixyLand,none,12
git clone https://github.com/thetrik/CTrickWait,none,12
git clone https://github.com/kawashimaken/docker-lamp-lesson,mit,11
git clone https://github.com/bikibird/AppleIIGames,isc,11
git clone https://github.com/GustavBrock/VBA.Date,mit,11
git clone https://github.com/Nitrokey/openpgp-card,none,11
git clone https://github.com/AntoniotheFuture/VBA-SaveImgToPPT,none,11
git clone https://github.com/AshishKingdom/QB64_OpenGL_Demos,none,11
git clone https://github.com/Jack-Badger/SWMacros,none,11
git clone https://github.com/avimallu/PowerPointSnap,unlicense,11
git clone https://github.com/thetrik/CEmbeddedFiles,none,11
git clone https://github.com/aouwt/qb-wm,none,11
git clone https://github.com/sancarn/VbaJsBridge,mit,11
git clone https://github.com/juliolmuller/vba-outlook,mit,11
git clone https://github.com/wqweto/Biff12Writer,mit,11
git clone https://github.com/dnissim/VBA_Progress-Bar,mit,11
git clone https://github.com/brucemcpherson/cDataSet,none,11
git clone https://github.com/sancarn/uiVBA,none,11
git clone https://github.com/happybono/GEOSage,mit,11
git clone https://github.com/PNNL-Comp-Mass-Spec/Molecular-Weight-Calculator-VB6,none,11
git clone https://github.com/cavo789/vba_access,mit,11
git clone https://github.com/NaoOtosaka/PCR-Timeline-Rec,apache-2.0,11
git clone https://github.com/JosueElihu/Vb6IconCreator,unlicense,11
git clone https://github.com/M-Scott-Lassiter/Fred-the-Developer,mit,10
git clone https://github.com/cxw42/VimWord,none,10
git clone https://github.com/rfl808/Notify,none,10
git clone https://github.com/xformerfhs/VBAUtilities,mit,10
git clone https://github.com/tmgerard/Matrix-Structural-Analysis-Excel,none,10
git clone https://github.com/archerbird/Pacman,none,10
git clone https://github.com/williamjiamin/VBA,none,10
git clone https://github.com/thetrik/MemoryUsage,none,10
git clone https://github.com/0xbad53c/VBA-Talk-Dirty-To-Me,none,10
git clone https://github.com/ricardocamisa/excelparatodos,none,10
git clone https://github.com/codetuner/VBA-Library,mit,10
git clone https://github.com/midelic/Ersky9x-Tx-bas-scripts,none,10
git clone https://github.com/lreis2415/SimDTA,none,10
git clone https://github.com/lreis2415/SimDTA,none,10
git clone https://github.com/sherwin-dc/ansi-logo-generator,0bsd,10
git clone https://github.com/Greedquest/VBA-Timing-Methods,none,10
git clone https://github.com/buger404/Emerald,mit,10
git clone https://github.com/Aeraphe/xdebug,none,10
git clone https://github.com/mayaohan/egg-example,none,10
git clone https://github.com/SinlinLi/VB-neural-network,none,10
git clone https://github.com/TypeInBooks/magazines,none,10
git clone https://github.com/juliaaano/rhpam-quickstart,none,10
git clone https://github.com/VBForumsCommunity/vbimg2pdf,mit,10
git clone https://github.com/BPOutlaws/QB64-Platformer-Test,none,10
git clone https://github.com/uricod/ExcelMacros,none,9
git clone https://github.com/tiffanyScorpio/UI-material,none,9
git clone https://github.com/UoLeevi/excel,none,9
git clone https://github.com/FellippeHeitor/tui,mit,9
git clone https://github.com/GustavBrock/VBA.CurrencyExchange,mit,9
git clone https://github.com/longvh211/Edge-IE-Mode-Automation-with-IES-for-VBA,mit,9
git clone https://github.com/24000/ChromeControler-No-Selenium-WebDriver-VBAJSON,mit,9
git clone https://github.com/mherzog01/SAP-Data-Automation-Toolkit,none,9
git clone https://github.com/ReneNyffenegger/VBA-calls-DLL,none,9
git clone https://github.com/maxamin/Crypters-sources,none,9
git clone https://github.com/AntoniotheFuture/VBACode,none,9
git clone https://github.com/lucschulz/VBA_ORM,mit,9
git clone https://github.com/iyandi/js-shellcode,none,9
git clone https://github.com/carlislefox/Mirage-Source-v3.0.3,none,9
git clone https://github.com/paigerodeghero/TigerDataCoding,none,9
git clone https://github.com/RodrigoACM/VBARepository,none,9
git clone https://github.com/ZakariaMahmoud/Docker-BigData-Tools,none,9
git clone https://github.com/paladin-t/pomodoro,none,9
git clone https://github.com/jimbrig/OutlookSaver,mit,9
git clone https://github.com/anabastos/PatriotaAdventures-basic8,none,9
git clone https://github.com/aminya/AcuteMSWord,mit,9
git clone https://github.com/Beakerboy/VBA-Unit-Tester,none,9
git clone https://github.com/kyledeer-32/vba_fuzzymatching,none,9
git clone https://github.com/EagleAglow/vba-websocket-class,mit,9
git clone https://github.com/mobadarah/Ammoria,none,9
git clone https://github.com/standard-software/st_vba,none,9
git clone https://github.com/msuba-dev/SAP-GUI-VBA-Excel-scripting,none,9
git clone https://github.com/JoshyFrancis/VB6-Print-Class,mit,9
git clone https://github.com/mojontwins/QBAGLE,none,8
git clone https://github.com/todar/VBA-Version-Control,mit,8
git clone https://github.com/buananetpbun/Avaco-Uninstaller-VB6.0,none,8
git clone https://github.com/rnfc/vba,none,8
git clone https://github.com/Nume1977/Nova3D-File-Manager,none,8
git clone https://github.com/mygreen/ExcelERD,apache-2.0,8
git clone https://github.com/Greedquest/vbInvoke,mit,8
git clone https://github.com/TheGeekExplorer/GTIN-Validation,none,8
git clone https://github.com/VBGAMER45/Domain-Manager-Pro,none,8
git clone https://github.com/navferty/SampleExcelXlamAddin,mit,8
git clone https://github.com/tebl/D32-Joystick-Adapter,other,8
git clone https://github.com/GustavBrock/VBA.RowNumbers,mit,8
git clone https://github.com/Gagniuc/Algorithms-in-Visual-Basic-for-Applications,mit,8
git clone https://github.com/logicahealth/OpenAHLTA,apache-2.0,8
git clone https://github.com/Greedquest/VBA-Toolbox,mpl-2.0,8
git clone https://github.com/marc01989/VBA-Tips-and-Tricks,none,8
git clone https://github.com/weigtman/note,none,8
git clone https://github.com/pchemguy/ContactEditor,none,8
git clone https://github.com/Bearx2004/vb6jsonx,none,8
git clone https://github.com/queler/WinSPAuthenticator,mit,8
git clone https://github.com/warbe-maker/VBA-Error,none,8
git clone https://github.com/Beakerboy/VBA-Math-Objects,none,8
git clone https://github.com/Subhankar2000/DOS_BOX,none,8
git clone https://github.com/DirectY1996/SuperMarioWorldMaker,none,8
git clone https://github.com/imxcstar/vb6-miniblink-SDK,none,8
git clone https://github.com/KotorinChunChun/ExcelFormulaEditor,mit,8
git clone https://github.com/Excel-lent/Miltithreading-in-VBA-using-VBScript,none,7
git clone https://github.com/Gagniuc/Visual-Basic-modules-Markov-Chains,mit,7
git clone https://github.com/dagiz007/ExcelAddin4Atlassian,mit,7
git clone https://github.com/macros4outlook/quotefixmacro,bsd-3-clause,7
git clone https://github.com/richgel999/QBMOD,none,7
